Name,Profile URL,Keywords Found
Jeffrey McKee,https://anthropology.osu.edu/people/mckee.95,software
Erin Moore,https://anthropology.osu.edu/people/moore.4540,software
Mark Moritz,https://anthropology.osu.edu/people/moritz.42,software
Nicholas  Passalacqua,https://anthropology.osu.edu/people/Passalacqua.19,software
Ann Cook,https://earthsciences.osu.edu/people/cook.1129,technology
Brendan Crowell,https://earthsciences.osu.edu/people/crowell.97,technology
Michael Durand,https://earthsciences.osu.edu/people/durand.8,data
Demián  Gómez,https://earthsciences.osu.edu/people/gomez.124,"computing, software, data"
Andréa G. Grottoli,https://earthsciences.osu.edu/people/grottoli.1,technology
Ian Howat,https://earthsciences.osu.edu/people/howat.4,data
Yanlan Liu,https://earthsciences.osu.edu/people/liu.9367,data
Steven K. Lower,https://earthsciences.osu.edu/people/lower.9,technology
Elizabeth Bond,https://history.osu.edu/people/bond.282,technology
Nicholas B. Breyfogle,https://history.osu.edu/people/breyfogle.1,technology
Bruno Cabanes,https://history.osu.edu/people/cabanes.2,technology
Kent (Kip) Curtis,https://history.osu.edu/people/curtis.457,technology
Jennifer Eaglin,https://history.osu.edu/people/eaglin.5,technology
Bart Elmore,https://history.osu.edu/people/elmore.83,technology
Ryan Fontanilla,https://history.osu.edu/people/fontanilla.1,technology
James E. Genova,https://history.osu.edu/people/genova.2,networking
Matt Goldish,https://history.osu.edu/people/Goldish.1,technology
Sahar Heydari Fard,https://philosophy.osu.edu/people/heydarifard.1,technology
Christa Johnson,https://philosophy.osu.edu/people/johnson.4597,programming
Richard  Samuels,https://philosophy.osu.edu/people/samuels.58,artificial intelligence
Piers Norris Turner,https://philosophy.osu.edu/people/turner.894,data
Michael Neblo,https://philosophy.osu.edu/people/neblo.1,technology
Alexander Petrov,https://philosophy.osu.edu/people/petrov.11,"software, neural networks, data"
Casidy  Campbell,https://aaas.osu.edu/people/campbell.2730,technology
Catherine C.  Braun,https://english.osu.edu/people/braun.43,technology
Scott L. DeWitt,https://english.osu.edu/people/dewitt.18,technology
Alan B. Farmer,https://english.osu.edu/people/farmer.109,data
Molly J. Farrell,https://english.osu.edu/people/farrell.73,data
Ryan Jay Friedman,https://english.osu.edu/people/friedman.193,technology
Mytheli  Sreenivas,https://wgss.osu.edu/people/sreenivas.2,software
Cynthia Burack,https://wgss.osu.edu/people/burack.1,software
"Bielicki, Jeffrey",https://glenn.osu.edu/jeffrey-bielicki,"data science, data, technology"
"Clark, Jill",https://glenn.osu.edu/jill-clark,data
"Dormady, Noah",https://glenn.osu.edu/noah-dormady,data
"Girth, Amanda",https://glenn.osu.edu/amanda-girth,technology
"Gules-Guctas, Esra",https://glenn.osu.edu/esra-gules-guctas,"data, technology, artificial intelligence"
"Hawley, Joshua",https://glenn.osu.edu/joshua-hawley,"data science, data, big data"
"Hill, Ned",https://glenn.osu.edu/ned-hill,technology
"Hollingsworth, Alex",https://glenn.osu.edu/alex-hollingsworth,"data, technology"
"Hooker, Neal",https://glenn.osu.edu/neal-hooker,data
"Inwood, Shoshanah",https://glenn.osu.edu/shoshanah-inwood,data
"Jones, Lauren",https://glenn.osu.edu/lauren-jones,data
"Kogan, Vladimir",https://glenn.osu.edu/vladimir-kogan,data
"Landsbergen, David",https://glenn.osu.edu/david-landsbergen,"open source, technology, software"
"Lavertu, Stéphane",https://glenn.osu.edu/stéphane-lavertu,data
"LePere-Schloop, Megan",https://glenn.osu.edu/megan-lepere-schloop,"programming, machine learning, data"
"Merritt, Deborah",https://glenn.osu.edu/deborah-merritt,technology
"Mittendorf, Brian",https://glenn.osu.edu/brian-mittendorf,programming
"Moulton, Stephanie",https://glenn.osu.edu/stephanie-moulton,data
"Neblo, Michael",https://glenn.osu.edu/michael-neblo,technology
"Tesfai , Lilly",https://glenn.osu.edu/lilly-tesfai,"data, technology"
"Tran, Long",https://glenn.osu.edu/long-tran,data
"Vinopal, Katie",https://glenn.osu.edu/katie-vinopal,data
"Weinberg, Bruce",https://glenn.osu.edu/bruce-weinberg,technology
"Wilson, Greg",https://glenn.osu.edu/greg-wilson,data
"Xu, Wendy",https://glenn.osu.edu/wendy-xu,data
Benjamin Folit-Weinberg,https://classics.osu.edu/people/folit-weinberg.1,"natural language processing, data visualization, data"
Gaia Gianni,https://classics.osu.edu/people/gianni.8,data
Chris Coleman,https://accad.osu.edu/people/coleman.1299,"technology, software, open source"
Shadrick Addy,https://accad.osu.edu/people/addy.29,user interface
Maria Palazzi,https://accad.osu.edu/people/palazzi.1,"technology, computing, virtual reality"
Kyoung Lee Swearingen,https://accad.osu.edu/people/swearingen.75,technology
Scott Swearingen,https://accad.osu.edu/people/swearingen.16,technology
Jean-Yves Münch,https://accad.osu.edu/people/münch.30,technology
Stephen Abedon,https://microbiology.osu.edu/people/abedon.1,bioinformatics
Patrick Bradley,https://microbiology.osu.edu/people/bradley.720,"machine learning, bioinformatics, computational biology, data"
Karna Gowda,https://microbiology.osu.edu/people/gowda.51,data
Igor Jouline,https://microbiology.osu.edu/people/jouline.1,"computational biology, data"
Kou-San Ju,https://microbiology.osu.edu/people/ju.109,"technology, bioinformatics, data"
Chad Rappleye,https://microbiology.osu.edu/people/rappleye.1,technology
Abhay Satoskar,https://microbiology.osu.edu/people/satoskar.2,"technology, data"
Matthew Sullivan,https://microbiology.osu.edu/people/sullivan.948,"technology, machine learning, software, programming, data"
Darryl Wesener,https://microbiology.osu.edu/people/wesener.1,technology
Dima Arzyutov,https://slavic.osu.edu/people/arzyutov.1,technology
Yana Hashamova,https://slavic.osu.edu/people/hashamova.1,data
Ludmila Isurin,https://slavic.osu.edu/people/isurin.1,data
Philip Tuxbury-Gleissner,https://slavic.osu.edu/people/tuxbury-gleissner.1,"computing, data"
Paige Bollen,https://polisci.osu.edu/people/bollen.1,"technology, machine learning, data"
Janet Box-Steffensmeier,https://polisci.osu.edu/people/box-steffensmeier.1,data
Vladimir Kogan,https://polisci.osu.edu/people/kogan.18,data
Marcus J. Kurtz,https://polisci.osu.edu/people/kurtz.61,software
Gregory Leslie,https://polisci.osu.edu/people/leslie.172,"machine learning, data"
Erin Lin,https://polisci.osu.edu/people/lin.2657,data
Michael A. Neblo,https://polisci.osu.edu/people/neblo.1,technology
Ju Yeon (Julia) Park,https://polisci.osu.edu/people/park.3509,"data science, machine learning, data"
Heather Allen,https://chemistry.osu.edu/people/allen.697,software
Abraham Badu-Tawiah,https://chemistry.osu.edu/people/badu-tawiah.1,"technology, data"
Robert Baker,https://chemistry.osu.edu/people/baker.2364,technology
Nuwan Bandara,https://chemistry.osu.edu/people/bandara.7,"technology, data"
Rafael Brüschweiler,https://chemistry.osu.edu/people/bruschweiler.1,"machine learning, bioinformatics, computational biology, data"
Ross Dalbey,https://chemistry.osu.edu/people/dalbey.1,technology
Mark Foster,https://chemistry.osu.edu/people/foster.281,"technology, software, bioinformatics, data"
Joshua Goldberger,https://chemistry.osu.edu/people/goldberger.4,technology
Venkat Gopalan,https://chemistry.osu.edu/people/gopalan.5,technology
Philip Grandinetti,https://chemistry.osu.edu/people/grandinetti.1,data
Christopher Hadad,https://chemistry.osu.edu/people/hadad.1,technology
John Herbert,https://chemistry.osu.edu/people/herbert.44,"technology, software"
Amanda Hummon,https://chemistry.osu.edu/people/hummon.1,"technology, data"
Christopher Jaroniec,https://chemistry.osu.edu/people/jaroniec.1,technology
Buddini Karawdeniya,https://chemistry.osu.edu/people/karawdeniya.1,technology
Maya Cruz,https://comparativestudies.osu.edu/people/cruz.446,"technology, artificial intelligence, computer vision, data"
David Horn,https://comparativestudies.osu.edu/people/horn.5,technology
John N. Low,https://comparativestudies.osu.edu/people/low.89,programming
Ashley Hope Pérez,https://comparativestudies.osu.edu/people/pérez.390,programming
Maurice Stevens,https://comparativestudies.osu.edu/people/stevens.368,technology
Isaac Weiner,https://comparativestudies.osu.edu/people/weiner.141,technology
David Bromwich,https://geography.osu.edu/people/bromwich.1,data
"Man-Yau (""Joseph"") Chan",https://geography.osu.edu/people/chan.1063,"big data, data"
Nancy Ettlinger,https://geography.osu.edu/people/ettlinger.1,data
Theresa Hice-Fromille,https://geography.osu.edu/people/hice-fromille.1,artificial intelligence
Huyen Le,https://geography.osu.edu/people/le.253,"technology, data"
Desheng Liu,https://geography.osu.edu/people/liu.738,"statistical modeling, data"
Zhengyu Liu,https://geography.osu.edu/people/liu.7022,data
Becky Mansfield,https://geography.osu.edu/people/mansfield.32,data
Bryan Mark,https://geography.osu.edu/people/mark.9,data
Harvey Miller,https://geography.osu.edu/people/miller.81,data
Alvaro Montenegro,https://geography.osu.edu/people/montenegro.8,data
Steven Quiring,https://geography.osu.edu/people/quiring.10,"data mining, data"
Chayanika Singh,https://geography.osu.edu/people/singh.1883,data
Laleh  Mehran,https://art.osu.edu/people/mehran.2,technology
Illya Mousavijad,https://art.osu.edu/people/mousavijad.1,technology
Dani ReStack,https://art.osu.edu/people/restack.1,data
Bryan Carstens,https://eeob.osu.edu/people/carstens.12,"software, data"
Andreas Chavez,https://eeob.osu.edu/people/chavez.102,data
Meg Daly,https://eeob.osu.edu/people/daly.66,data
John Freudenstein,https://eeob.osu.edu/people/freudenstein.1,data
H. Lisle Gibbs,https://eeob.osu.edu/people/gibbs.128,"statistical modeling, data"
Stratos E. Constantinidis,https://theatreandfilm.osu.edu/people/constantinidis.1,virtual reality
Beth Kattelman,https://theatreandfilm.osu.edu/people/kattelman.1,technology
Karen Mozingo,https://theatreandfilm.osu.edu/people/mozingo.3,data
Alex Oliszewski,https://theatreandfilm.osu.edu/people/oliszewski.1,"technology, virtual reality"
April D Weintritt,https://frit.osu.edu/people/weintritt.1,data
Arved Ashby,https://music.osu.edu/people/ashby.13,technology
Danielle Fosler-Lussier,https://music.osu.edu/people/fosler-lussier.2,data
Lucia Dunn,https://economics.osu.edu/people/dunn.4,data
Donald R. Haurin,https://economics.osu.edu/people/haurin.2,technology
Lung-Fei Lee,https://economics.osu.edu/people/Lee.1777,data
J. Huston McCulloch,https://economics.osu.edu/people/mcculloch.2,"technology, data"
Randy Olsen,https://economics.osu.edu/people/olsen.6,data
Patricia Reagan,https://economics.osu.edu/people/reagan.3,technology
Clayton Funk,https://aaep.osu.edu/people/funk.86,"technology, web development"
Tiffany Bourgeois,https://aaep.osu.edu/people/Bourgeois.37,programming
Shari Savage,https://aaep.osu.edu/people/savage.12,programming
"Mary Anne Beecher, Ph.D.",https://design.osu.edu/people/beecher.17,"technology, data"
Amanda Huynh,https://design.osu.edu/people/huynh.310,computing
Susan Melsop,https://design.osu.edu/people/melsop.3,technology
"Sébastien Proulx, Ph.D.",https://design.osu.edu/people/proulx.12,technology
Yvette  Shen,https://design.osu.edu/people/shen.1049,"computing, machine learning, data visualization, data"
"Peter Kwok Chan, Ph.D.",https://design.osu.edu/people/chan.179,virtual reality
Jeffrey Haase,https://design.osu.edu/people/haase.3,technology
"Matthew Lewis, PhD",https://design.osu.edu/people/lewis.239,"technology, computing, artificial intelligence, data"
Michael White,https://linguistics.osu.edu/people/white.1240,software
Anna Babel,https://linguistics.osu.edu/people/babel.6,data
Dongbin Xiu,https://math.osu.edu/people/xiu.16,"computing, data science, data"
Luis Casian,https://math.osu.edu/people/casian.1,technology
"Adamovich, Igor",https://engineering.osu.edu/people/adamovich.1,technology
"Agarwal, Gunjan",https://engineering.osu.edu/people/agarwal.60,technology
"Ahmad, Rizwan",https://engineering.osu.edu/people/ahmad.46,technology
"Ahmed, Qadeer",https://engineering.osu.edu/people/ahmed.358,"machine learning, cybersecurity"
"Ahn, Benjamin",https://engineering.osu.edu/people/ahn.383,technology
"Akbar, Sheikh",https://engineering.osu.edu/people/akbar.1,technology
"Aksun Guvenc, Bilin",https://engineering.osu.edu/people/aksunguvenc.1,control systems
"AL-Baghdadi, Ahmed",https://engineering.osu.edu/people/al-baghdadi.3,"machine learning, software, data mining, data"
"Alexandrov, Boian",https://engineering.osu.edu/people/alexandrov.1,"technology, programming"
"Allen, Ted",https://engineering.osu.edu/people/allen.515,data
"Anderson, Betty Lise",https://engineering.osu.edu/people/anderson.67,technology
"Anderson, Peter",https://engineering.osu.edu/people/anderson.1,technology
"Ansari, Iman",https://engineering.osu.edu/people/ansari.99,technology
"Arafin, Shamsul",https://engineering.osu.edu/people/arafin.1,technology
"Atiq, Syedah Zahra",https://engineering.osu.edu/people/atiq.2,"technology, computing, programming"
"Atkinson, Chris",https://engineering.osu.edu/people/atkinson.284,technology
"Bassily, Raef",https://engineering.osu.edu/people/bassily.1,"machine learning, data"
"Bayraksan, Guzin",https://engineering.osu.edu/people/bayraksan.1,"computing, programming, data"
"Benatar, Avi",https://engineering.osu.edu/people/benatar.1,technology
"Berger, Paul R.",https://engineering.osu.edu/people/berger.143,technology
"Berger-Wolf, Tanya",https://engineering.osu.edu/people/berger-wolf.1,"software, big data, data"
"Best, Kelsea",https://engineering.osu.edu/people/best.309,"machine learning, data"
"Bihari, Thomas",https://engineering.osu.edu/people/bihari.5,"technology, data"
"Bojja Venkatakrishnan, Shaileshh",https://engineering.osu.edu/people/bojjavenkatakrishnan.2,"technology, machine learning, networking, data"
"Bons, Jeffrey",https://engineering.osu.edu/people/bons.2,technology
"Brillson, Leonard",https://engineering.osu.edu/people/brillson.1,technology
"Brocanelli, Marco",https://engineering.osu.edu/people/brocanelli.1,"computing, augmented reality, autonomous systems, control systems"
"Brown, Jonathan",https://engineering.osu.edu/people/brown.4972,"computing, programming, virtual reality"
"Brunelli, Nick",https://engineering.osu.edu/people/brunelli.2,technology
"Byna, Suren",https://engineering.osu.edu/people/byna.1,"technology, computing, data"
"Cao, Raymond",https://engineering.osu.edu/people/cao.152,technology
"Carberry, Adam",https://engineering.osu.edu/people/carberry.22,technology
"Carrel, Andre",https://engineering.osu.edu/people/carrel.20,data
"Casado, Ana",https://engineering.osu.edu/people/casado.1,programming
"Champion, Adam",https://engineering.osu.edu/people/champion.17,networking
"Chao, Wei-Lun",https://engineering.osu.edu/people/chao.209,"machine learning, computer vision, data"
"Chen, Chen",https://engineering.osu.edu/people/chen.8018,data
"Chen, Jian",https://engineering.osu.edu/people/chen.8028,virtual reality
"Chen, Zhenhua",https://engineering.osu.edu/people/chen.7172,"technology, software, big data, data"
"Childers, Rachel",https://engineering.osu.edu/people/childers.73,data
"Choi, Bryan",https://engineering.osu.edu/people/choi.1399,"technology, software, data"
"Choudhary, Manoj",https://engineering.osu.edu/people/choudhary.91,technology
"Clark, Jennifer",https://engineering.osu.edu/people/clark.3550,technology
"Clark, Jordan",https://engineering.osu.edu/people/clark.1217,technology
"Clingan, Paul",https://engineering.osu.edu/people/clingan.3,software
"Coifman, Benjamin",https://engineering.osu.edu/people/coifman.1,data
"Conway, Daniel",https://engineering.osu.edu/people/conway.362,technology
"Cooper, Stuart",https://engineering.osu.edu/people/cooper.1682,technology
"Cruse, Andrew",https://engineering.osu.edu/people/cruse.40,technology
"Daehn, Glenn",https://engineering.osu.edu/people/daehn.1,technology
"Davis, John",https://engineering.osu.edu/people/davis.6345,technology
"Dickman, Melanie",https://engineering.osu.edu/people/dickman.49,technology
"Dreher, Matt",https://engineering.osu.edu/people/dreher.60,"technology, virtual reality"
"Du, Lin",https://engineering.osu.edu/people/du.1093,technology
"Duan, Lian",https://engineering.osu.edu/people/duan.322,"technology, computing, data"
"Dupaix, Rebecca",https://engineering.osu.edu/people/dupaix.1,technology
"Etienne, Harley",https://engineering.osu.edu/people/etienne.21,"technology, data"
"Fan, Liang-Shih",https://engineering.osu.edu/people/fan.1,technology
"Farson, Dave",https://engineering.osu.edu/people/farson.4,control systems
"Fayed, Ayman",https://engineering.osu.edu/people/fayed.1,"technology, signal processing, data"
"Flowers, Benjamin",https://engineering.osu.edu/people/flowers.387,technology
"Fosler-Lussier, Eric",https://engineering.osu.edu/people/fosler-lussier.1,"natural language processing, signal processing"
"Fraser, Hamish",https://engineering.osu.edu/people/fraser.3,technology
"Furterer, Sandy",https://engineering.osu.edu/people/furterer.6,technology
"Gallego Perez, Daniel",https://engineering.osu.edu/people/gallegoperez.1,technology
"Ghazisaeidi, Maryam",https://engineering.osu.edu/people/ghazisaeidi.1,technology
"Gingerich, Daniel",https://engineering.osu.edu/people/gingerich.62,technology
"Goswami, Debdipta",https://engineering.osu.edu/people/goswami.78,"machine learning, control systems, data"
"Grifski, Jeremy",https://engineering.osu.edu/people/grifski.1,programming
"Groeber, Michael",https://engineering.osu.edu/people/groeber.9,"software, data"
"Guo, Zeyu",https://engineering.osu.edu/people/guo.2148,technology
"Gupta, Abhishek",https://engineering.osu.edu/people/gupta.706,"reinforcement learning, control systems"
"Guvenc, Levent",https://engineering.osu.edu/people/guvenc.1,"technology, robotics, control systems"
"Harwig, Dennis",https://engineering.osu.edu/people/harwig.4,technology
"Hereid, Ayonga",https://engineering.osu.edu/people/hereid.1,"technology, software, robotics, reinforcement learning, autonomous systems"
"Heremans, Joseph",https://engineering.osu.edu/people/heremans.1,technology
"Higuita Castro, Natalia",https://engineering.osu.edu/people/higuitacastro.1,technology
"Ho, W.S. Winston",https://engineering.osu.edu/people/ho.192,technology
"Hoelzle, David",https://engineering.osu.edu/people/hoelzle.1,robotics
"Horack, John",https://engineering.osu.edu/people/horack.1,technology
"Howard, Ayanna",https://engineering.osu.edu/people/howard.1727,robotics
"Hur, Jieun",https://engineering.osu.edu/people/hur.55,technology
"IJtsma, Martijn",https://engineering.osu.edu/people/ijtsma.1,technology
"Illindala, Mahesh",https://engineering.osu.edu/people/illindala.1,technology
"Jayakumar, Adithya",https://engineering.osu.edu/people/jayakumar.5,programming
"Jhemi, Ali",https://engineering.osu.edu/people/jhemi.1,control systems
"Joll, Ethan",https://engineering.osu.edu/people/joll.1,robotics
"Jones, Janis",https://engineering.osu.edu/people/jones.5684,"technology, software, programming, software engineering, data"
"Kahraman, Ahmet",https://engineering.osu.edu/people/kahraman.1,technology
"Kandlakunta, Praneeth",https://engineering.osu.edu/people/kandlakunta.1,technology
"Karawdeniya, Buddini Iroshika",https://engineering.osu.edu/people/karawdeniya.1,technology
"Kassas, Zak",https://engineering.osu.edu/people/kassas.2,"technology, machine learning, software, programming, robotics, deep learning, reinforcement learning, autonomous systems, control systems, signal processing, networking, data"
"Kim, Seung Hyun",https://engineering.osu.edu/people/kim.5061,technology
"Kimchi, Menachem",https://engineering.osu.edu/people/kimchi.4,technology
"Kimmel, Blaise",https://engineering.osu.edu/people/kimmel.85,control systems
"Knapik, Gregory",https://engineering.osu.edu/people/knapik.1,"machine learning, data"
"Koksal, C. Emre",https://engineering.osu.edu/people/koksal.2,"artificial intelligence, cybersecurity, data"
"Korkolis, Yannis",https://engineering.osu.edu/people/korkolis.1,technology
"Kotla, Bhavana",https://engineering.osu.edu/people/kotla.6,technology
"Kreml, Roland",https://engineering.osu.edu/people/kreml.1,"cybersecurity, networking, data"
"Krishna, Sanjay",https://engineering.osu.edu/people/krishna.53,technology
"Kumar, Mrinal",https://engineering.osu.edu/people/kumar.672,"technology, data"
"Kuzawa, Deborah",https://engineering.osu.edu/people/kuzawa.1,technology
"Lee, Kiryung",https://engineering.osu.edu/people/lee.8763,"data science, machine learning, signal processing, data"
"Leonard, Don",https://engineering.osu.edu/people/leonard.471,data
"Lin, Li-Chiang",https://engineering.osu.edu/people/lin.2645,technology
"Lin, Zhiqiang",https://engineering.osu.edu/people/lin.3021,"cybersecurity, data"
"Liu, Jia (Kevin)",https://engineering.osu.edu/people/liu.1736,"machine learning, cybersecurity, networking, data"
"Liu, Jun",https://engineering.osu.edu/people/liu.314,bioinformatics
"Liu, X. Margaret",https://engineering.osu.edu/people/liu.482,technology
"Liu, Xun",https://engineering.osu.edu/people/liu.7054,technology
"Luo, Alan",https://engineering.osu.edu/people/luo.445,technology
"MacKay, Allison",https://engineering.osu.edu/people/mackay.49,technology
"Madrid, Leon",https://engineering.osu.edu/people/madrid.1,"technology, software, programming, software engineering, mobile applications, data"
"Mallon, Michelle",https://engineering.osu.edu/people/mallon.3,"technology, computing, data"
"Marzette, Russell",https://engineering.osu.edu/people/marzette.1,technology
"Massari, Anthony",https://engineering.osu.edu/people/massari.8,technology
"Maxson, Andrew",https://engineering.osu.edu/people/maxson.32,technology
"May, Andy",https://engineering.osu.edu/people/may.561,technology
"McCrink, Matthew",https://engineering.osu.edu/people/mccrink.2,"embedded systems, data"
"Mehra, Pankaj",https://engineering.osu.edu/people/mehra.77,"software, data"
"Metzler, Sandra",https://engineering.osu.edu/people/metzler.136,"technology, data"
"Mishalani, Rabi",https://engineering.osu.edu/people/mishalani.1,data
"Morris, Jeremy",https://engineering.osu.edu/people/morris.343,"software, artificial intelligence"
"Motoyama, Yasuyuki",https://engineering.osu.edu/people/motoyama.1,technology
"Naghizadeh, Parinaz",https://engineering.osu.edu/people/naghizadeh.1,"technology, data"
"Nandi, Arnab",https://engineering.osu.edu/people/nandi.9,data
"Ning, Xia",https://engineering.osu.edu/people/ning.104,"bioinformatics, computational biology"
"Ortiz-Rosario, Alexis",https://engineering.osu.edu/people/ortiz-rosario.1,"technology, signal processing"
"Ozkan, Umit",https://engineering.osu.edu/people/ozkan.1,technology
"Panda, Dhabaleswar",https://engineering.osu.edu/people/panda.2,"computing, data science, machine learning, software, big data, deep learning, networking, data"
"Paparrizos, John",https://engineering.osu.edu/people/paparrizos.1,"data science, machine learning, artificial intelligence, data"
"Passino, Kevin",https://engineering.osu.edu/people/passino.1,technology
"Paulson, Joel",https://engineering.osu.edu/people/paulson.82,"technology, data"
"Perrault, Andrew",https://engineering.osu.edu/people/perrault.17,"machine learning, data"
"Potter, Lee",https://engineering.osu.edu/people/potter.36,signal processing
"Qin, Rongjun",https://engineering.osu.edu/people/qin.324,"computer vision, data"
"Ramirez, Antonio",https://engineering.osu.edu/people/ramirez.49,technology
"Ramnath, Rajiv",https://engineering.osu.edu/people/ramnath.6,"technology, computing, data science, software, software engineering, signal processing, networking, data"
"Reano, Ronald",https://engineering.osu.edu/people/reano.1,"technology, computing"
"Reece, Jason",https://engineering.osu.edu/people/reece.35,programming
"Reilly, Katelyn Swindle",https://engineering.osu.edu/people/reilly.198,technology
"Ritchie, Brian",https://engineering.osu.edu/people/ritchie.11,technology
"Rizzoni, Giorgio",https://engineering.osu.edu/people/rizzoni.1,"technology, robotics, control systems"
"Ross, Monique",https://engineering.osu.edu/people/ross.1982,"computing, software, software engineering"
"Roth, Curtis",https://engineering.osu.edu/people/roth.393,technology
"Roundtree, Rena",https://engineering.osu.edu/people/roundtree.262,technology
"Santana Palacios, Manuel",https://engineering.osu.edu/people/santanapalacios.1,data
"Schniter, Philip",https://engineering.osu.edu/people/schniter.1,"signal processing, networking"
"Shafieezadeh, Abdollah",https://engineering.osu.edu/people/shafieezadeh.1,"technology, reinforcement learning, data"
"Shah, Jami",https://engineering.osu.edu/people/shah.493,computing
"Shanker, Balasubramaniam",https://engineering.osu.edu/people/shanker.32,technology
"Shen, Han-Wei",https://engineering.osu.edu/people/shen.94,"computing, machine learning, data visualization, data"
"Shroff, Ness",https://engineering.osu.edu/people/shroff.11,"technology, computing, machine learning, networking"
"Sinha, Vaibhav",https://engineering.osu.edu/people/sinha.181,technology
"Smith, Madison",https://engineering.osu.edu/people/smith.15722,programming
"Soghrati, Soheil",https://engineering.osu.edu/people/soghrati.1,deep learning
"Song, Jonathan",https://engineering.osu.edu/people/song.1069,technology
"Soto-Caban, Sandra",https://engineering.osu.edu/people/soto-caban.1,technology
"Soundarajan, Neelam",https://engineering.osu.edu/people/soundarajan.1,"software, programming, software engineering"
"Sridhar, Narasi",https://engineering.osu.edu/people/sridhar.13,technology
"Stewart, Calvin",https://engineering.osu.edu/people/stewart.2264,"technology, machine learning"
"Stewart, Christopher",https://engineering.osu.edu/people/stewart.962,"technology, computing, networking, data"
"Stockar, Stephanie",https://engineering.osu.edu/people/stockar.1,technology
"Stringer, Blake",https://engineering.osu.edu/people/stringer.97,technology
"Su, Haijun",https://engineering.osu.edu/people/su.298,"software, robotics"
"Subramoni, Hari",https://engineering.osu.edu/people/subramoni.1,"computing, machine learning, big data, cloud computing, deep learning, operating systems, data"
"Sumption, Michael",https://engineering.osu.edu/people/sumption.3,technology
"Tawfik, Eslam Yahya",https://engineering.osu.edu/people/tawfik.10,machine learning
"Teixeira, Fernando",https://engineering.osu.edu/people/teixeira.5,technology
"Trott, Karla",https://engineering.osu.edu/people/trott.16,technology
"Turk, Stephen",https://engineering.osu.edu/people/turk.1,technology
"Van Maasakkers, Tijs",https://engineering.osu.edu/people/vanmaasakkers.1,technology
"Vandergriff, Kt",https://engineering.osu.edu/people/vandergriff.18,"machine learning, data"
"Wang, Deliang",https://engineering.osu.edu/people/wang.77,"technology, computing, neural networks, signal processing"
"Wang, Lei",https://engineering.osu.edu/people/wang.1115,"technology, data"
"Weavers, Linda",https://engineering.osu.edu/people/weavers.1,technology
